episode,reward_ep,mean_reward,steps,n_steps_ep,time,hour_minute
274,-100,141.16112784584223,95462,49826,2023-05-14 17:17:56.571220,17:17
275,100,142.56976394594238,95749,45923,2023-05-14 17:17:57.609896,17:17
276,-100,139.79927140836338,95808,49885,2023-05-14 17:17:57.817955,17:17
277,-100,136.90209445216132,95930,46045,2023-05-14 17:17:58.233854,17:17
278,-100,134.77436853116697,96069,50024,2023-05-14 17:17:58.701709,17:17
279,-100,132.38036647935988,96348,46324,2023-05-14 17:17:59.677386,17:17
280,-100,130.63563374530182,96466,50142,2023-05-14 17:18:00.068872,17:18
281,-100,125.23671700066417,96532,46390,2023-05-14 17:18:00.293104,17:18
282,-100,120.57551558298357,96600,50210,2023-05-14 17:18:00.532745,17:18
283,-100,116.96628271832493,96703,46493,2023-05-14 17:18:00.880975,17:18
284,-100,116.40289264505768,96799,50306,2023-05-14 17:18:01.208495,17:18
285,-100,114.83215572678928,96945,46639,2023-05-14 17:18:01.701245,17:18
286,-100,112.45755983410389,97061,50422,2023-05-14 17:18:02.110088,17:18
287,-100,111.31016791178456,97132,46710,2023-05-14 17:18:02.356162,17:18
288,-100,104.42861233002566,97218,50508,2023-05-14 17:18:02.631691,17:18
289,-100,98.45977564408973,97298,46790,2023-05-14 17:18:02.900969,17:18
290,-100,92.96070983996435,97385,50595,2023-05-14 17:18:03.189891,17:18
291,-100,88.14741754448653,97447,46852,2023-05-14 17:18:03.403757,17:18
292,-100,86.44887652180176,97578,50726,2023-05-14 17:18:03.862436,17:18
293,-100,83.70471468593047,97675,46949,2023-05-14 17:18:04.204589,17:18
294,-100,83.00096218323735,97737,50788,2023-05-14 17:18:04.420217,17:18
295,-100,75.99115689955124,97826,47038,2023-05-14 17:18:04.719031,17:18
296,-100,71.3804123185337,97887,50849,2023-05-14 17:18:04.928548,17:18
297,-100,68.59074121329894,97992,47143,2023-05-14 17:18:05.294306,17:18
298,-100,66.47300017159343,98123,50980,2023-05-14 17:18:05.750246,17:18
299,-100,60.8593424722024,98214,47234,2023-05-14 17:18:06.053287,17:18
300,-100,60.63518144358925,98302,51068,2023-05-14 17:18:06.341900,17:18
301,-100,55.85362569985156,98382,47314,2023-05-14 17:18:06.603907,17:18
302,-100,53.20437121017868,98614,51300,2023-05-14 17:18:07.425756,17:18
303,-100,50.12857207101807,98688,47388,2023-05-14 17:18:07.675547,17:18
304,-100,47.90523419862506,98802,51414,2023-05-14 17:18:08.057261,17:18
305,-100,45.05513047977196,98927,47513,2023-05-14 17:18:08.491892,17:18
306,-100,42.214769659432214,98989,51476,2023-05-14 17:18:08.707358,17:18
307,-100,40.31007461153098,99063,47587,2023-05-14 17:18:08.973477,17:18
308,-100,37.79564114772051,99126,51539,2023-05-14 17:18:09.193561,17:18
309,-100,36.90746669033986,99235,47696,2023-05-14 17:18:09.563146,17:18
310,-100,34.55122421598689,99378,51682,2023-05-14 17:18:10.079904,17:18
311,-100,29.54282788519682,99453,47771,2023-05-14 17:18:10.344305,17:18
312,-100,26.128823003704234,99561,51790,2023-05-14 17:18:10.733969,17:18
