"Nível territorial","Seleção atual","codigo_ibge","regint_id","city_id","city","nro_medicoes","tcp_down_median_mbps","tcp_up_median_mbps","rtt_median_ms","rtt_lost_package_pct","jitter_download_ms","jitter_upload_ms","nro_asns","medicoes_ipv6_porc"
"Federação","Brasil","15","1504","1507300","SÃO FÉLIX DO XINGU",48,37.73693,69.694073,54.111,1,0.436,0.339,4,4.16666666666667
"Federação","Brasil","15","1502","1507409","SÃO FRANCISCO DO PARÁ",2,8.32063,34.774654,54.166,0.8,0.3,0.495,1,50
"Federação","Brasil","15","1503","1507458","SÃO GERALDO DO ARAGUAIA",10,15.975038,23.0851325,41.9085,0,4.581,1.5475,3,0
"Federação","Brasil","15","1502","1507466","SÃO JOÃO DA PONTA",2,31.231737,57.443213,33.142,1,3.378,1.791,1,0
"Federação","Brasil","15","1502","1507474","SÃO JOÃO DE PIRABAS",3,47.403481,91.078461,32.4955,2,3.845,6.2315,1,0
"Federação","Brasil","15","1503","1507508","SÃO JOÃO DO ARAGUAIA",7,22.4552045,50.926712,63.4935,0.75,1.8745,3.501,1,28.5714285714286
"Federação","Brasil","15","1502","1507607","SÃO MIGUEL DO GUAMÁ",6,36.358631,7.471296,95.559,13,2.893,1.186,1,16.6666666666667
"Federação","Brasil","15","1507","1507706","SÃO SEBASTIÃO DA BOA VISTA",2,9.5108995,2.759328,367.8155,0.75,1.36,8.7505,1,50
"Federação","Brasil","15","1504","1507755","SAPUCAIA",13,21.22819,33.517076,82.2165,3,2.1205,2.2975,1,0
"Federação","Brasil","15","1506","1507805","SENADOR JOSÉ PORFÍRIO",21,3.5272765,14.786609,318.353,1.4,4.514,20.6755,2,0
"Federação","Brasil","15","1507","1507904","SOURE",38,11.8789535,27.468601,38.4785,3,2.409,2.452,3,5.26315789473684
"Federação","Brasil","15","1501","1507953","TAILÂNDIA",47,24.479317,48.538252,67.3335,0,0.8295,1.128,3,27.6595744680851
"Federação","Brasil","15","1502","1507961","TERRA ALTA",9,35.740883,101.34412,86.1905,0,3.552,3.3555,2,22.2222222222222
"Federação","Brasil","15","1505","1507979","TERRA SANTA",3,10.371657,49.112949,60.65,NA,1.34,0.576,1,33.3333333333333
"Federação","Brasil","15","1501","1508001","TOMÉ-AÇU",5,9.367056,9.75414,50.298,0.75,1.58,3.731,1,20
"Federação","Brasil","15","1502","1508035","TRACUATEUA",15,4.209948,22.497897,224.999,0,3.868,28.764,1,0
"Federação","Brasil","15","1505","1508050","TRAIRÃO",10,51.316423,77.2081045,68.39,3.9,2.5845,2.808,2,0
"Federação","Brasil","15","1504","1508084","TUCUMÃ",24,13.562723,92.155193,47.399,0.9,1.456,1.192,3,16.6666666666667
"Federação","Brasil","15","1503","1508100","TUCURUÍ",125,40.4814415,73.8052905,74.2585,1,2.2755,0.8585,6,24.8
"Federação","Brasil","15","1502","1508126","ULIANÓPOLIS",8,44.843517,35.01965,38,0,1.294,1.248,1,12.5
"Federação","Brasil","15","1506","1508159","URUARÁ",44,12.930899,8.145413,77.098,1,6.074,1.904,3,11.3636363636364
"Federação","Brasil","15","1501","1508209","VIGIA",82,9.372267,28.2197125,117.1435,1.75,2.854,8.713,4,8.53658536585366
"Federação","Brasil","15","1506","1508357","VITÓRIA DO XINGU",3,9.448903,42.351536,60.043,1,3.168,3.276,1,0
"Federação","Brasil","15","1504","1508407","XINGUARA",42,34.763971,84.9910675,47.866,0,1.418,0.9995,4,26.1904761904762
"Federação","Brasil","16","1602","1600105","AMAPÁ",2,120.806679,163.570358,92.011,7.2,1.092,0.71,1,0
"Federação","Brasil","16","1602","1600154","PEDRA BRANCA DO AMAPARI",10,68.517188,66.199225,79.1415,0.4,0.5195,0.273,1,30
"Federação","Brasil","16","1602","1600204","CALÇOENE",48,13.9002175,68.298663,93.5535,0.85,1.301,1.179,2,18.75
"Federação","Brasil","16","1602","1600212","CUTIAS",1,3.200954,15.456768,113.017,0,2.888,10.008,1,100
"Federação","Brasil","16","1601","1600253","ITAUBAL",12,18.557633,9.732089,250.7545,0,1.251,5.073,2,0
"Federação","Brasil","16","1601","1600279","LARANJAL DO JARI",60,15.419345,51.1465,55.966,1,0.999,3.815,2,43.3333333333333
"Federação","Brasil","16","1601","1600303","MACAPÁ",10,114.607887,88.753899,88.793,0,0.155,0.657,2,30
"Federação","Brasil","16","1601","1600402","MAZAGÃO",4,12.3109815,42.9251395,65.403,0.5,1.258,1.2885,1,25
"Federação","Brasil","16","1602","1600501","OIAPOQUE",68,43.9795395,93.3390905,159.2915,4.5,2.264,0.8495,3,5.88235294117647
"Federação","Brasil","16","1602","1600535","PORTO GRANDE",14,53.9587445,81.966909,66.9135,0,1.7095,1.357,2,42.8571428571429
"Federação","Brasil","16","1601","1600600","SANTANA",152,73.744793,78.509327,78.568,0,0.7685,0.8785,5,23.0263157894737
"Federação","Brasil","16","1602","1600709","TARTARUGALZINHO",10,37.0684415,52.3034625,339.3135,0,1.047,5.7245,2,10
"Federação","Brasil","17","1702","1700301","AGUIARNÓPOLIS",8,8.731988,101.6144855,66.0035,2.75,1.8545,5.598,1,25
"Federação","Brasil","17","1703","1700350","ALIANÇA DO TOCANTINS",4,25.497948,50.061695,33.997,NA,0.847,1.885,1,50
"Federação","Brasil","17","1703","1700400","ALMAS",5,81.573757,335.928543,34.988,0,0.535,1.001,1,20
"Federação","Brasil","17","1702","1701002","ANANÁS",8,8.6820675,54.584354,59.646,0,1.7205,3.4395,2,25
"Federação","Brasil","17","1701","1701101","APARECIDA DO RIO NEGRO",2,2.448572,0.544746,67.6555,1.35,9.1955,31.1825,1,0
"Federação","Brasil","17","1701","1701903","ARAGUACEMA",4,12.832693,1.120272,66.892,0.2,0.779,0.462,1,0
"Federação","Brasil","17","1703","1702000","ARAGUAÇU",2,15.569519,20.541992,388.399,NA,1.918,29.638,1,0
"Federação","Brasil","17","1702","1702109","ARAGUAÍNA",245,59.108056,67.872686,34.008,0.3,0.966,1.121,7,33.8775510204082
"Federação","Brasil","17","1702","1702208","ARAGUATINS",15,4.9851845,4.07232,44.7675,1.5,0.741,7.904,2,0
"Federação","Brasil","17","1702","1702307","ARAPOEMA",2,0.295204,18.319976,219.124,NA,30.1,0.382,1,0
"Federação","Brasil","17","1703","1702406","ARRAIAS",29,21.407846,17.56281,82.188,13,1.803,2.545,2,17.2413793103448
"Federação","Brasil","17","1702","1702554","AUGUSTINÓPOLIS",917,62.7619995,62.5580005,34.0815,0,0.1695,0.412,2,0
"Federação","Brasil","17","1702","1702901","AXIXÁ DO TOCANTINS",17,7.9475785,4.597814,110.892,1.6,10.257,6.416,2,11.7647058823529
"Federação","Brasil","17","1702","1703008","BABAÇULÂNDIA",1,NA,NA,NA,NA,NA,NA,1,0
"Federação","Brasil","17","1702","1703057","BANDEIRANTES DO TOCANTINS",33,11.3592305,20.888755,40.885,1.5,2.7565,0.677,1,0
"Federação","Brasil","17","1702","1703206","BERNARDO SAYÃO",2,10.2597475,5.422592,164.5485,NA,9.19,10.8325,1,0
"Federação","Brasil","17","1702","1703602","BRASILÂNDIA DO TOCANTINS",2,249.878555,212.262177,28.699,NA,0.244,0.636,1,50
"Federação","Brasil","17","1702","1703800","BURITI DO TOCANTINS",1,34.262909,26.709261,31.594,1,1.761,5.285,1,0
"Federação","Brasil","17","1702","1703826","CACHOEIRINHA",3,38.87455,66.47863,69.047,0,3.38,8.96,1,33.3333333333333
"Federação","Brasil","17","1702","1705508","COLINAS DO TOCANTINS",26,52.1611615,60.7566415,36.02,1,1.1645,0.845,3,7.69230769230769
"Federação","Brasil","17","1703","1705557","COMBINADO",1,4.537213,NA,50.894,4,1.194,1.422,1,0
"Federação","Brasil","17","1701","1706100","CRISTALÂNDIA",1,32.766998,32.713001,40.909,0,17.911,17.193,1,0
"Federação","Brasil","17","1702","1706506","DARCINÓPOLIS",4,21.888664,45.40032,51.322,0,0.774,1.146,1,0
"Federação","Brasil","17","1703","1707009","DIANÓPOLIS",27,34.307482,75.34927,45.306,0,0.456,0.89,2,22.2222222222222
"Federação","Brasil","17","1701","1707207","DOIS IRMÃOS DO TOCANTINS",2,4.405004,8.856064,383.024,0,9.55,9.884,1,0
"Federação","Brasil","17","1703","1707306","DUERÉ",1,43.657288,47.987259,35.399,NA,1.476,4.808,1,0
"Federação","Brasil","17","1702","1707405","ESPERANTINA",1,13.865288,13.988723,38.979,0,2.046,1.134,1,0
"Federação","Brasil","17","1701","1707553","FÁTIMA",9,18.669497,42.772627,48.896,0,1.016,6.816,1,22.2222222222222
"Federação","Brasil","17","1703","1707652","FIGUEIRÓPOLIS",31,40.11997,44.7590125,40.3595,0,1.854,0.7045,2,22.5806451612903
"Federação","Brasil","17","1702","1707702","FILADÉLFIA",24,7.0469625,13.233458,71.356,4.25,2.8405,3.003,2,29.1666666666667
"Federação","Brasil","17","1703","1708205","FORMOSO DO ARAGUAIA",32,46.253647,64.090611,34.397,0,0.737,0.398,2,12.5
"Federação","Brasil","17","1702","1708254","FORTALEZA DO TABOCÃO",2,40.713825,NA,35.049,NA,0.301,3.973,1,50
"Federação","Brasil","17","1702","1709005","GOIATINS",1,19.335478,4.577518,46.495,NA,2.517,1.718,1,0
"Federação","Brasil","17","1702","1709302","GUARAÍ",12,69.976439,78.9257415,49.1975,0,0.739,1.065,2,16.6666666666667
"Federação","Brasil","17","1703","1709500","GURUPI",84,45.032295,53.731312,47.142,0.1,1.763,1.49,5,26.1904761904762
"Federação","Brasil","17","1701","1709807","IPUEIRAS",1,37.921406,116.674706,58.193,0,1.724,0.68,1,0
"Federação","Brasil","17","1701","1711902","LAGOA DA CONFUSÃO",4,14.0899415,47.8897645,44.447,0,10.681,3.6325,1,0
"Federação","Brasil","17","1701","1712009","LAJEADO",3,5.523053,13.561343,59.444,0,4.032,7.885,1,33.3333333333333
"Federação","Brasil","17","1702","1712454","LUZINÓPOLIS",18,48.018642,32.808458,78.74,0,2.76,0.786,1,38.8888888888889
"Federação","Brasil","17","1701","1712702","MATEIROS",8,5.2280765,1.752,405.061,7.5,2.621,9.8275,1,0
"Federação","Brasil","17","1702","1712801","MAURILÂNDIA DO TOCANTINS",1,20.555817,49.434456,36.198,NA,2.485,1.799,1,0
"Federação","Brasil","17","1701","1713205","MIRACEMA DO TOCANTINS",68,77.957455,115.344223,27.715,1.5,0.5225,0.2255,2,0
"Federação","Brasil","17","1701","1713304","MIRANORTE",18,93.39048,175.817024,33.476,0,0.973,0.491,3,44.4444444444444
"Federação","Brasil","17","1702","1713809","PALMEIRAS DO TOCANTINS",21,29.3997625,40.8913275,42.055,1.25,3.6345,2.45,1,28.5714285714286
"Federação","Brasil","17","1701","1714203","NATIVIDADE",29,6.317597,0.35712,79.518,0,0.9715,2.601,2,24.1379310344828
"Federação","Brasil","17","1702","1714880","NOVA OLINDA",7,103.729947,150.2940885,42.094,0,0.89,1.362,2,28.5714285714286
"Federação","Brasil","17","1701","1715002","NOVA ROSALÂNDIA",4,NA,NA,49.398,NA,0.269,0.468,1,0
"Federação","Brasil","17","1701","1715101","NOVO ACORDO",2,94.205574,48.9036175,81.823,22.4,0.7625,13.253,1,0
"Federação","Brasil","17","1703","1715754","PALMEIRÓPOLIS",1,53.706001,34.542999,32.476,0,2.694,2.958,1,0
"Federação","Brasil","17","1701","1716109","PARAÍSO DO TOCANTINS",105,96.5629485,87.002386,36.8655,0,1.2305,0.595,5,15.2380952380952
"Federação","Brasil","17","1703","1716208","PARANÃ",2,20.128973,8.62208,321.598,1.25,5.023,5.483,1,0
"Federação","Brasil","17","1702","1716505","PEDRO AFONSO",10,26.443001,2.83,74.303,0,4.199,2.52,1,10
"Federação","Brasil","17","1703","1716604","PEIXE",28,27.423118,94.277834,54.108,11,1.521,2.288,1,14.2857142857143
"Federação","Brasil","17","1702","1716653","PEQUIZEIRO",6,3.44208,NA,188.248,NA,9.468,3.094,1,50
"Federação","Brasil","17","1701","1717008","PINDORAMA DO TOCANTINS",3,59.23373,10.865585,85.32,1.5,3.522,9.792,1,33.3333333333333
"Federação","Brasil","17","1702","1717206","PIRAQUÊ",2,22.9866825,30.5186235,45.248,NA,2.135,1.052,1,0
"Federação","Brasil","17","1701","1717503","PIUM",2,16.336197,17.88088,56.87,2,0.928,1.296,1,0
"Federação","Brasil","17","1701","1717909","PONTE ALTA DO TOCANTINS",8,1.307298,NA,123.845,1,3.8,9.829,1,37.5
"Federação","Brasil","17","1701","1718204","PORTO NACIONAL",40,35.704732,53.014772,56.395,0.5,2.1915,2.4905,6,20
"Federação","Brasil","17","1701","1718758","RIO SONO",2,0.21,0.601,444.989,13.4,24.829,20.687,1,0
"Federação","Brasil","17","1702","1718881","SANTA MARIA DO TOCANTINS",3,71.838982,22.582832,42.999,NA,0.716,1.03,1,0
"Federação","Brasil","17","1701","1718907","SANTA ROSA DO TOCANTINS",2,6.888107,0.839167,122.889,2,3.096,15.916,1,0
"Federação","Brasil","17","1701","1719004","SANTA TEREZA DO TOCANTINS",1,0.511051,0.700352,68.284,0,5.16,5.747,1,0
"Federação","Brasil","17","1702","1720200","SÃO MIGUEL DO TOCANTINS",3,48.6726765,66.9528075,38.5325,0,0.868,0.7495,2,0
"Federação","Brasil","17","1702","1720309","SÃO SEBASTIÃO DO TOCANTINS",1,15.827553,24.679134,39.072,0,1.493,1.039,1,0
"Federação","Brasil","17","1703","1720499","SÃO VALÉRIO",7,84.143324,151.0333425,34.352,0,2.0735,0.381,1,28.5714285714286
"Federação","Brasil","17","1703","1720903","TAGUATINGA",14,6.476367,59.4494035,80.79,0,3.942,2.388,2,0
"Federação","Brasil","17","1701","1721000","PALMAS",6,71.350472,61.204704,39.498,0,1.218,1.342,5,0
"Federação","Brasil","17","1701","1721109","TOCANTÍNIA",3,94.299782,102.356468,32.199,NA,0.546,0.372,1,0
"Federação","Brasil","17","1702","1721208","TOCANTINÓPOLIS",20,48.477984,117.494667,35.391,1,1.17,0.592,2,25
"Federação","Brasil","17","1702","1722107","XAMBIOÁ",4,194.3216555,258.069237,32.9955,0,0.3285,0.79,1,25
"Federação","Brasil","21","2105","2100055","AÇAILÂNDIA",65,18.52597,17.507337,53.395,0.8,0.506,1.963,5,26.1538461538462
"Federação","Brasil","21","2101","2100154","ÁGUA DOCE DO MARANHÃO",1,19.64448,31.252762,61.999,NA,1.393,0.524,1,0
"Federação","Brasil","21","2103","2100303","ALDEIAS ALTAS",12,12.128045,13.46718,409.06,0.25,3.124,8.083,1,0
"Federação","Brasil","21","2102","2100402","ALTAMIRA DO MARANHÃO",2,3.086589,5.934033,126.191,46,23.576,8.639,1,0
"Federação","Brasil","21","2102","2100436","ALTO ALEGRE DO MARANHÃO",4,4.6501,2.47616,715.023,0,1.478,10.106,2,0
"Federação","Brasil","21","2102","2100477","ALTO ALEGRE DO PINDARÉ",6,16.213238,17.051401,383.7755,32.5,3.118,6.976,1,0
"Federação","Brasil","21","2105","2100501","ALTO PARNAÍBA",2,42.846802,83.945793,58.024,NA,0.197,1.188,1,50
"Federação","Brasil","21","2102","2100550","AMAPÁ DO MARANHÃO",1,0.262937,NA,76.742,33,2.252,0.825,1,0
"Federação","Brasil","21","2105","2100600","AMARANTE DO MARANHÃO",9,38.073845,20.102091,50.392,0,3.202,0.848,1,33.3333333333333
"Federação","Brasil","21","2101","2100709","ANAJATUBA",18,47.801335,96.928295,80.1825,14.5,2.567,1.1695,2,38.8888888888889
"Federação","Brasil","21","2101","2100808","ANAPURUS",9,69.1733565,37.243341,108.065,4,21.686,8.587,1,0
"Federação","Brasil","21","2101","2100832","APICUM-AÇU",1,0.19245,29.469734,580.249,NA,2.132,29.692,1,0
"Federação","Brasil","21","2105","2100956","ARAME",2,79.463266,156.404863,52.7425,3.5,3.076,2.6315,1,0
"Federação","Brasil","21","2101","2101004","ARARI",8,95.902729,122.565811,49.192,0,0.286,0.346,2,25
"Federação","Brasil","21","2102","2101202","BACABAL",9,25.2264415,82.0332865,132.0865,0.5,11.141,11.8245,2,22.2222222222222
"Federação","Brasil","21","2101","2101251","BACABEIRA",2,29.353985,24.79104,57.9,0,0.87,1.044,2,0
"Federação","Brasil","21","2101","2101301","BACURI",2,353.562012,299.493004,52.237,0,0.242,0.137,1,0
"Federação","Brasil","21","2105","2101400","BALSAS",155,50.4870405,60.927896,63.251,0,0.852,0.5965,9,14.1935483870968
"Federação","Brasil","21","2104","2101509","BARÃO DE GRAJAÚ",3,35.68784,34.062618,70.885,0,13.887,8.475,1,33.3333333333333
"Federação","Brasil","21","2105","2101608","BARRA DO CORDA",16,59.259578,65.140204,52.616,2.35,0.431,0.662,4,0
"Federação","Brasil","21","2101","2101707","BARREIRINHAS",7,82.8614885,94.792821,92.2485,12,3.883,5.21,1,42.8571428571429
"Federação","Brasil","21","2102","2102002","BOM JARDIM",1,58.713646,103.174065,68.699,NA,0.859,0.338,1,0
"Federação","Brasil","21","2105","2102036","BOM JESUS DAS SELVAS",7,46.3068315,70.1368945,86.244,0,1.5535,1.1455,2,71.4285714285714
"Federação","Brasil","21","2102","2102077","BOM LUGAR",1,61.781498,204.433884,61.999,NA,1.078,0.848,1,0
"Federação","Brasil","21","2101","2102101","BREJO",9,18.386462,36.528566,34.304,0.5,1.511,1.624,3,0
"Federação","Brasil","21","2102","2102150","BREJO DE AREIA",1,11.36425,29.710497,104.414,5.5,0.758,21.931,1,0
"Federação","Brasil","21","2105","2102325","BURITICUPU",83,45.5133695,46.3922755,60.5575,0,0.7105,1.7735,3,1.20481927710843
"Federação","Brasil","21","2101","2102507","CAJARI",1,111.415207,174.338135,60.393,0,0.949,1.374,1,0
"Federação","Brasil","21","2102","2102754","CAPINZAL DO NORTE",5,26.228552,144.555252,46.191,3,2.514,1.237,1,0
"Federação","Brasil","21","2105","2102804","CAROLINA",10,76.833118,168.519089,35.136,0,1.275,0.93,1,20
"Federação","Brasil","21","2103","2103000","CAXIAS",215,26.6227505,34.2595,61.965,0,0.082,1.4195,8,7.44186046511628
"Federação","Brasil","21","2101","2103109","CEDRAL",3,2.908498,NA,123.02,1,3.209,16.49,1,33.3333333333333
"Federação","Brasil","21","2101","2103125","CENTRAL DO MARANHÃO",3,2.129755,10.873677,100.982,5,4.986,8.237,1,0
"Federação","Brasil","21","2102","2103158","CENTRO DO GUILHERME",3,NA,NA,94.897,NA,1.542,1.966,1,0
"Federação","Brasil","21","2101","2103208","CHAPADINHA",10,25.4723355,48.1543265,59.4275,1,0.8645,0.807,5,10
"Federação","Brasil","21","2105","2103257","CIDELÂNDIA",1,134.674362,63.709183,18.447,0,0.138,1.964,1,100
"Federação","Brasil","21","2103","2103307","CODÓ",44,45.528809,44.42041,19.042,0,1.933,1.81,4,20.4545454545455
"Federação","Brasil","21","2103","2103406","COELHO NETO",38,26.21663,63.001024,45.28,0.2,0.512,0.648,2,31.5789473684211
"Federação","Brasil","21","2104","2103505","COLINAS",2,82.7792,124.319998,67.591,0,0.865,0.923,1,100
"Federação","Brasil","21","2102","2103554","CONCEIÇÃO DO LAGO-AÇU",1,13.990478,8.525685,50.778,0,1.094,2.441,1,0
"Federação","Brasil","21","2103","2103604","COROATÁ",20,56.889322,62.487209,9.082,0,1.248,0.467,2,30
"Federação","Brasil","21","2101","2103703","CURURUPU",23,33.857467,40.488,30.346,1.1,0.6485,0.932,2,0
"Federação","Brasil","21","2105","2103752","DAVINÓPOLIS",4,8.328127,8.296547,24.898,2,3.129,2.095,2,25
"Federação","Brasil","21","2104","2103802","DOM PEDRO",6,27.946557,54.28245,48.782,0,0.666,1.372,1,0
"Federação","Brasil","21","2102","2104008","ESPERANTINÓPOLIS",7,33.3629025,39.030776,42.9865,0.5,3.9175,1.3935,2,0
"Federação","Brasil","21","2105","2104057","ESTREITO",9,77.7831495,238.9172825,50.4395,0.25,0.872,0.6665,2,11.1111111111111
"Federação","Brasil","21","2105","2104099","FORMOSA DA SERRA NEGRA",10,12.431711,66.086924,44.236,2.2,1.946,0.312,1,0
"Federação","Brasil","21","2105","2104107","FORTALEZA DOS NOGUEIRAS",1,3.429216,0,621.108,0,1.184,9.956,1,0
"Federação","Brasil","21","2104","2104206","FORTUNA",4,68.317435,51.45509,62.713,0,12.6705,7.915,1,0
"Federação","Brasil","21","2102","2104305","GODOFREDO VIANA",1,0.645138,35.015045,89.236,25,4.569,8.985,1,0
"Federação","Brasil","21","2104","2104404","GONÇALVES DIAS",8,33.411179,26.939031,45.794,1,2.459,0.711,1,0
"Federação","Brasil","21","2105","2104552","GOVERNADOR EDISON LOBÃO",12,153.692547,20.3194365,44.7245,0,0.4705,0.845,1,0
"Federação","Brasil","21","2104","2104602","GOVERNADOR EUGÊNIO BARROS",1,29.491928,30.670927,43.099,NA,2.796,0.576,1,0
"Federação","Brasil","21","2104","2104628","GOVERNADOR LUIZ ROCHA",4,76.4110675,90.6935235,52.813,0,1.0455,0.8705,1,25
"Federação","Brasil","21","2102","2104651","GOVERNADOR NEWTON BELLO",1,5.439431,9.19296,66.914,14,0.487,0.566,1,0
"Federação","Brasil","21","2102","2104677","GOVERNADOR NUNES FREIRE",50,20.4288,28.525584,67.899,0.1,0.382,0.604,4,12
"Federação","Brasil","21","2105","2104800","GRAJAÚ",92,17.770466,48.629897,56.3765,0.7,1.82,2.899,7,20.6521739130435
"Federação","Brasil","21","2101","2105005","HUMBERTO DE CAMPOS",8,104.2105655,55.4629955,60.69,0,1.6345,0.694,2,0
"Federação","Brasil","21","2101","2105104","ICATU",1,14.450573,2.96672,691.605,14.5,35.755,24.179,1,0
"Federação","Brasil","21","2105","2105302","IMPERATRIZ",401,93.7191135,96.06287,34.9815,0,1.19,0.5525,15,16.2094763092269
"Federação","Brasil","21","2105","2105351","ITAIPAVA DO GRAJAÚ",18,6.634389,18.187767,78.693,0,4.714,1.178,1,0
"Federação","Brasil","21","2101","2105401","ITAPECURU MIRIM",18,23.2979585,80.427906,56.898,0,1.369,1.248,5,22.2222222222222
"Federação","Brasil","21","2105","2105427","ITINGA DO MARANHÃO",8,7.7068055,29.360953,75.3385,11.15,3.976,1.48,3,0
"Federação","Brasil","21","2105","2105500","JOÃO LISBOA",15,18.633703,46.913184,194.996,10.45,1.796,20.738,3,0
"Federação","Brasil","21","2102","2105609","JOSELÂNDIA",19,76.8985,37.52075,45.177,0,3.995,4.784,2,15.7894736842105
"Federação","Brasil","21","2102","2105708","LAGO DA PEDRA",1238,49.550125,49.7637505,52.12,0,0.254,0.5385,5,0.0807754442649435
"Federação","Brasil","21","2105","2106102","LORETO",3,55.036171,10.794923,115.592,1,2.37,9.736,1,33.3333333333333
