episode,score,average score,time
359,155.08776832145344,155.71455064832352,2023-05-10 06:09:06.650688
360,-47.22569276956974,153.15870304653987,2023-05-10 06:09:22.125386
361,230.31511386676198,153.675672855859,2023-05-10 06:10:07.384572
362,-60.17896052664243,150.58049503923317,2023-05-10 06:10:17.888769
363,277.36912598719823,150.85477541050273,2023-05-10 06:11:15.109258
364,-32.098115508918866,148.48892697007057,2023-05-10 06:11:31.848579
365,6.858070278490729,146.87864920924255,2023-05-10 06:11:53.861484
366,48.68459936757168,145.6412809317922,2023-05-10 06:12:39.617769
367,-117.00548130222307,142.54110058724046,2023-05-10 06:12:59.834393
368,89.46048611826868,141.11267932766833,2023-05-10 06:15:50.449615
369,-190.4186722260044,137.24689674286202,2023-05-10 06:16:09.057817
370,22.79150373802753,135.37850850697353,2023-05-10 06:16:26.039487
371,226.1559978088344,137.78053995517178,2023-05-10 06:16:58.243908
372,192.9755016943915,137.17798888235754,2023-05-10 06:18:43.475625
373,-53.518162264064486,134.8252438037258,2023-05-10 06:18:59.851590
374,-29.366817286596117,131.81266901434574,2023-05-10 06:19:14.206751
375,-58.14794825602098,129.14086266591843,2023-05-10 06:19:28.813416
376,9.576518646578265,126.52351466737863,2023-05-10 06:19:42.340223
377,196.279998492449,126.05114187934132,2023-05-10 06:21:01.616510
378,-23.035808536891977,126.01978607570291,2023-05-10 06:21:21.588688
379,-9.395453661813761,123.22556744123295,2023-05-10 06:21:56.279409
380,288.7492111242959,124.28395906736313,2023-05-10 06:22:39.340719
381,216.16900013978565,124.63113804937518,2023-05-10 06:24:40.651611
382,-24.438118355859174,121.60767498829227,2023-05-10 06:24:53.978621
383,36.93031593068929,119.38820194874734,2023-05-10 06:25:11.674987
384,294.5857593930266,120.20015850989033,2023-05-10 06:26:01.126764
385,-78.99359166883683,119.25656224853856,2023-05-10 06:26:16.176899
386,-29.668612873066593,119.22821295669556,2023-05-10 06:26:31.006746
387,235.0715484241739,119.61204141860621,2023-05-10 06:27:42.964385
388,-81.09889571511125,116.79205877074074,2023-05-10 06:27:56.185171
389,231.4147353492383,116.94071793273021,2023-05-10 06:29:01.452881
390,-103.57062595118924,114.06317009838718,2023-05-10 06:29:15.541390
391,148.13025943173693,113.97379069165788,2023-05-10 06:31:47.281319
392,234.13481277752226,113.87775953654416,2023-05-10 06:32:32.978201
393,189.08773967484566,114.32386411433325,2023-05-10 06:34:49.686447
394,183.55435224383362,115.79767004473335,2023-05-10 06:37:14.690275
395,256.82656823487383,119.8272067891802,2023-05-10 06:37:51.579519
